PBFE,10.0,10K,3268,3.295
PBFE,20.0,10K,10840,3.172
PBFE,30.0,10K,20932,3.197
PBFE,40.0,10K,31782,3.061
PBFE,50.0,10K,43322,3.053
PBFE,60.0,10K,55062,3.07
PBFE,70.0,10K,66414,3.104
PBFE,80.0,10K,78006,3.04
PBFE,90.0,10K,90216,3.134
PBFE,100.0,10K,103014,3.12
PBFE,110.0,10K,116104,3.269
PBFE,120.0,10K,129568,3.248
PBFE,130.0,10K,143708,3.335
PBFE,140.0,10K,158364,3.299
PBFE,150.0,10K,173598,3.216
PBFE,160.0,10K,190078,3.258
PBFE,170.0,10K,206772,3.259
PBFE,180.0,10K,223578,3.18
PBFE,190.0,10K,241124,3.369
PBFE,200.0,10K,258756,3.176
PBFE-DF-FILTER,10.0,10K,3268,3.646
PBFE-DF-FILTER,20.0,10K,10840,3.417
PBFE-DF-FILTER,30.0,10K,20932,3.496
PBFE-DF-FILTER,40.0,10K,31782,3.44
PBFE-DF-FILTER,50.0,10K,43322,3.555
PBFE-DF-FILTER,60.0,10K,55062,3.553
PBFE-DF-FILTER,70.0,10K,66414,3.595
PBFE-DF-FILTER,80.0,10K,78006,3.512
PBFE-DF-FILTER,90.0,10K,90216,3.452
PBFE-DF-FILTER,100.0,10K,103014,3.54
PBFE-DF-FILTER,110.0,10K,116104,3.405
PBFE-DF-FILTER,120.0,10K,129568,3.671
PBFE-DF-FILTER,130.0,10K,143708,3.602
PBFE-DF-FILTER,140.0,10K,158364,3.614
PBFE-DF-FILTER,150.0,10K,173598,3.555
PBFE-DF-FILTER,160.0,10K,190078,3.777
PBFE-DF-FILTER,170.0,10K,206772,3.625
PBFE-DF-FILTER,180.0,10K,223578,3.469
PBFE-DF-FILTER,190.0,10K,241124,3.622
PBFE-DF-FILTER,200.0,10K,258756,3.604
PBFE-SQL,10.0,10K,3268,10.904
PBFE-SQL,20.0,10K,10840,10.949
PBFE-SQL,30.0,10K,20932,10.775
PBFE-SQL,40.0,10K,31782,11.416
PBFE-SQL,50.0,10K,43322,11.307
PBFE-SQL,60.0,10K,55062,11.053
PBFE-SQL,70.0,10K,66414,12.284
PBFE-SQL,80.0,10K,78006,12.626
PBFE-SQL,90.0,10K,90216,12.009
PBFE-SQL,100.0,10K,103014,11.911
PBFE-SQL,110.0,10K,116104,11.83
